ID,year,age,sex,status,education,jobclass,health,health_ins,wage
1953,2004,33,Male,Separated,Some College,Information,Very Good,Yes,98.59934386
1954,2009,53,Male,Married,College Grad,Information,Very Good,Yes,141.7751723
1955,2009,43,Male,Married,College Grad,Information,Very Good,Yes,123.0896998
1956,2004,36,Male,Married,College Grad,Information,Good,Yes,94.65402038
1957,2004,38,Male,Married,Advanced Degree,Information,Very Good,Yes,148.4131591
1958,2003,58,Male,Married,HS Grad,Industrial,Very Good,No,104.9215065
1959,2004,45,Male,Married,College Grad,Information,Very Good,Yes,123.0896998
1960,2005,34,Male,Never Married,HS Grad,Industrial,Very Good,No,94.5960991
1961,2007,30,Male,Married,College Grad,Information,Very Good,No,127.1157438
1962,2008,21,Male,Never Married,HS Grad,Industrial,Good,No,29.3769761
1963,2003,39,Male,Married,College Grad,Information,Very Good,Yes,129.4536446
1964,2006,28,Male,Never Married,Some College,Industrial,Very Good,Yes,109.8339856
1965,2008,54,Male,Married,HS Grad,Industrial,Good,Yes,99.6894637
1966,2007,24,Male,Never Married,Some College,Industrial,Good,Yes,90.48191336
1967,2005,57,Male,Married,Advanced Degree,Industrial,Very Good,Yes,70.81503862
1968,2003,48,Male,Separated,HS Grad,Information,Very Good,No,95.23071257
1969,2004,31,Male,Married,Some College,Information,Very Good,Yes,109.8339856
1970,2006,47,Male,Never Married,Advanced Degree,Information,Very Good,Yes,182.020621
1971,2004,44,Male,Married,College Grad,Information,Very Good,No,160.6424754
1972,2004,30,Male,Never Married,HS Grad,Industrial,Very Good,Yes,70.47601965
1973,2003,41,Male,Never Married,College Grad,Information,Good,Yes,130.9821774
1974,2008,26,Male,Never Married,College Grad,Industrial,Very Good,Yes,105.9278108
1975,2009,32,Male,Never Married,Some College,Industrial,Very Good,Yes,109.8339856
1976,2009,39,Male,Married,HS Grad,Information,Good,Yes,97.4710061
1977,2004,42,Male,Married,Some College,Information,Good,Yes,111.7208494
1978,2005,24,Male,Never Married,College Grad,Information,Very Good,Yes,172.2172655
1979,2006,44,Male,Divorced,Advanced Degree,Information,Very Good,Yes,129.4536446
1980,2006,30,Male,Never Married,College Grad,Information,Very Good,Yes,127.1157438
1981,2006,58,Male,Married,College Grad,Information,Very Good,Yes,134.7053751
1982,2008,33,Male,Never Married,HS Grad,Information,Very Good,Yes,94.07271475
1983,2008,56,Male,Married,HS Grad,Industrial,Good,No,94.07271475
1984,2005,28,Male,Married,Some College,Industrial,Very Good,Yes,96.93409046
1985,2008,41,Male,Married,Advanced Degree,Information,Very Good,Yes,276.7784133
1986,2009,22,Male,Married,Some College,Industrial,Very Good,No,32.36641317
1987,2004,37,Male,Divorced,Some College,Industrial,Good,Yes,84.45025367
1988,2006,18,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,65.11085372
1989,2004,37,Male,Never Married,College Grad,Information,Very Good,No,84.7183897
1990,2007,43,Male,Married,College Grad,Industrial,Good,Yes,167.7065756
1991,2008,49,Male,Married,HS Grad,Information,Very Good,Yes,94.07271475
1992,2005,36,Male,Married,College Grad,Industrial,Very Good,Yes,134.7053751
1993,2007,47,Male,Married,Advanced Degree,Industrial,Very Good,No,81.28325328
1994,2003,52,Male,Married,College Grad,Industrial,Very Good,Yes,134.7053751
1995,2009,34,Male,Married,Some College,Industrial,Very Good,No,114.4757133
1996,2004,62,Male,Married,College Grad,Information,Very Good,Yes,130.9821774
1997,2007,44,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,104.9215065
1998,2005,48,Male,Married,Less than HS Grad,Industrial,Good,Yes,152.2168068
1999,2007,51,Male,Married,HS Grad,Information,Very Good,Yes,124.7204462
2000,2009,35,Male,Never Married,College Grad,Industrial,Very Good,Yes,148.4131591
2001,2003,42,Male,Married,HS Grad,Industrial,Very Good,No,89.24288466
2002,2005,34,Male,Never Married,College Grad,Industrial,Very Good,Yes,82.6796373
2003,2003,50,Male,Married,College Grad,Industrial,Very Good,Yes,94.07271475
2004,2006,50,Male,Divorced,College Grad,Information,Good,Yes,153.4575153
2005,2004,55,Male,Married,College Grad,Information,Good,No,46.7632688
2006,2009,56,Male,Married,HS Grad,Industrial,Good,Yes,129.4536446
2007,2005,50,Male,Married,HS Grad,Information,Very Good,Yes,130.9821774
2008,2009,44,Male,Married,College Grad,Information,Very Good,No,94.07271475
2009,2005,30,Male,Married,College Grad,Information,Very Good,Yes,99.6894637
2010,2005,34,Male,Married,College Grad,Information,Very Good,Yes,128.6804882
2011,2007,50,Male,Divorced,HS Grad,Information,Very Good,Yes,73.77574327
2012,2004,51,Male,Married,College Grad,Information,Good,No,110.7826503
2013,2003,53,Male,Married,Some College,Information,Very Good,No,99.6894637
2014,2004,40,Male,Never Married,Advanced Degree,Information,Very Good,Yes,91.69922611
2015,2006,34,Male,Married,HS Grad,Information,Very Good,Yes,82.6796373
2016,2006,36,Male,Married,Some College,Industrial,Very Good,Yes,118.8843593
2017,2005,44,Male,Married,Some College,Information,Good,Yes,148.4131591
2018,2008,54,Male,Married,HS Grad,Industrial,Very Good,No,95.23071257
2019,2008,36,Male,Married,College Grad,Industrial,Very Good,No,163.515864
2020,2006,62,Male,Married,Advanced Degree,Information,Very Good,Yes,279.501782
2021,2008,33,Male,Never Married,Advanced Degree,Information,Very Good,No,114.4757133
2022,2004,44,Male,Never Married,HS Grad,Industrial,Very Good,No,102.8702469
2023,2005,80,Male,Never Married,HS Grad,Information,Very Good,No,87.98103279
2024,2005,45,Male,Married,HS Grad,Information,Very Good,No,87.98103279
2025,2008,58,Male,Divorced,College Grad,Information,Very Good,Yes,70.47601965
2026,2004,51,Male,Married,Some College,Industrial,Very Good,No,101.8243521
2027,2005,60,Male,Married,Some College,Information,Very Good,Yes,277.6014175
2028,2007,33,Male,Married,Less than HS Grad,Industrial,Good,No,87.98103279
2029,2006,28,Male,Never Married,Some College,Information,Very Good,Yes,104.9215065
2030,2004,37,Male,Married,College Grad,Industrial,Very Good,Yes,127.1157438
2031,2006,56,Male,Married,Some College,Information,Very Good,Yes,99.6894637
2032,2009,59,Male,Married,Advanced Degree,Information,Very Good,Yes,171.7651326
2033,2004,56,Male,Married,HS Grad,Information,Very Good,Yes,75.04315402
2034,2003,34,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,72.15045568
2035,2004,37,Male,Never Married,HS Grad,Industrial,Very Good,Yes,34.60741773
2036,2009,36,Male,Married,College Grad,Industrial,Very Good,Yes,94.07271475
2037,2008,45,Male,Married,College Grad,Information,Very Good,Yes,176.9896505
2038,2006,36,Male,Married,Advanced Degree,Information,Very Good,No,140.3982002
2039,2008,23,Male,Never Married,Some College,Information,Very Good,No,27.14057921
2040,2003,56,Male,Married,HS Grad,Information,Good,Yes,127.1157438
2041,2005,33,Male,Married,Some College,Industrial,Very Good,No,114.4757133
2042,2009,48,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,127.1157438
2043,2008,28,Male,Never Married,HS Grad,Industrial,Very Good,No,82.6796373
2044,2008,37,Male,Married,Some College,Industrial,Good,Yes,101.8243521
2045,2006,56,Male,Married,HS Grad,Information,Good,No,86.69515483
2046,2005,22,Male,Never Married,Some College,Industrial,Very Good,No,63.188861
2047,2007,60,Male,Married,HS Grad,Industrial,Good,No,114.9265218
2048,2009,30,Male,Never Married,College Grad,Industrial,Very Good,No,81.28325328
2049,2003,50,Male,Married,HS Grad,Industrial,Good,Yes,101.8243521
2050,2003,38,Male,Married,Advanced Degree,Information,Very Good,Yes,101.8243521
2051,2009,55,Male,Married,Advanced Degree,Information,Very Good,Yes,103.181327
2052,2006,26,Male,Married,College Grad,Industrial,Very Good,Yes,113.5670896
2053,2006,39,Male,Married,Some College,Information,Very Good,Yes,148.4131591
2054,2003,42,Male,Married,Advanced Degree,Information,Very Good,Yes,148.4131591
2055,2007,71,Male,Married,College Grad,Information,Good,Yes,105.6914475
2056,2008,33,Male,Married,Some College,Information,Very Good,Yes,128.6804882
2057,2004,49,Male,Never Married,HS Grad,Industrial,Very Good,No,51.75144037
2058,2005,45,Male,Married,Some College,Industrial,Good,No,81.28325328
2059,2004,41,Male,Married,Advanced Degree,Industrial,Very Good,Yes,158.2946214
2060,2005,59,Male,Divorced,Less than HS Grad,Industrial,Good,Yes,54.1212054
2061,2004,33,Male,Married,College Grad,Information,Very Good,Yes,127.1157438
2062,2009,47,Male,Never Married,Less than HS Grad,Industrial,Good,No,71.68674367
2063,2006,34,Male,Married,Some College,Information,Very Good,Yes,145.1436012
2064,2007,23,Male,Married,Some College,Information,Very Good,No,94.07271475
2065,2009,32,Male,Married,HS Grad,Industrial,Very Good,Yes,127.901233
2066,2009,30,Male,Married,College Grad,Information,Very Good,Yes,102.8702469
2067,2006,54,Male,Married,HS Grad,Information,Good,No,89.49247952
2068,2009,46,Male,Married,Some College,Industrial,Very Good,Yes,104.9215065
2069,2005,52,Male,Married,College Grad,Information,Good,Yes,137.5901428
2070,2008,50,Male,Married,HS Grad,Industrial,Very Good,No,176.9896505
2071,2007,57,Male,Married,HS Grad,Industrial,Good,Yes,97.49329405
2072,2005,46,Male,Married,Some College,Industrial,Very Good,Yes,100.7642728
2073,2005,30,Male,Never Married,Some College,Information,Good,No,81.28325328
2074,2006,32,Male,Never Married,Some College,Industrial,Good,No,56.90553914
2075,2008,53,Male,Married,Some College,Industrial,Very Good,No,105.9278108
2076,2005,48,Male,Married,College Grad,Industrial,Good,Yes,138.2991269
2077,2003,31,Male,Married,Some College,Information,Very Good,Yes,108.8745258
2078,2003,50,Male,Married,HS Grad,Industrial,Very Good,No,76.89360252
2079,2004,41,Male,Married,College Grad,Industrial,Very Good,Yes,109.8339856
2080,2008,47,Male,Married,HS Grad,Industrial,Very Good,Yes,94.07271475
2081,2004,37,Male,Married,HS Grad,Information,Very Good,Yes,75.35567932
2082,2004,24,Male,Never Married,Some College,Information,Very Good,Yes,74.57116177
2083,2004,53,Male,Married,Less than HS Grad,Industrial,Good,Yes,81.28325328
2084,2004,39,Male,Divorced,HS Grad,Industrial,Good,No,95.23071257
2085,2007,47,Male,Married,Some College,Industrial,Good,Yes,145.1436012
2086,2006,36,Male,Married,College Grad,Information,Very Good,Yes,140.3982002
2087,2006,34,Male,Married,College Grad,Information,Very Good,Yes,148.4131591
2088,2004,45,Male,Married,Some College,Information,Very Good,No,99.6894637
2089,2003,60,Male,Married,Less than HS Grad,Industrial,Good,No,59.09706408
2090,2006,43,Male,Married,Less than HS Grad,Information,Very Good,Yes,118.8843593
2091,2009,20,Male,Never Married,HS Grad,Industrial,Good,No,64.35102457
2092,2008,27,Male,Never Married,College Grad,Industrial,Good,Yes,133.2323508
2093,2004,35,Male,Divorced,HS Grad,Industrial,Very Good,No,59.09706408
2094,2008,50,Male,Married,HS Grad,Industrial,Good,Yes,104.9215065
2095,2009,56,Male,Married,HS Grad,Industrial,Good,No,60.15412466
2096,2008,19,Male,Never Married,Some College,Industrial,Good,No,30.92375269
2097,2006,35,Male,Married,College Grad,Information,Very Good,No,109.8339856
2098,2005,23,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,65.11085372
2099,2003,45,Male,Widowed,HS Grad,Industrial,Very Good,Yes,94.07271475
2100,2004,54,Male,Divorced,Less than HS Grad,Information,Good,No,65.11085372
2101,2008,43,Male,Never Married,HS Grad,Information,Good,Yes,87.98103279
2102,2008,42,Male,Married,Advanced Degree,Industrial,Very Good,Yes,176.9896505
2103,2005,51,Male,Married,College Grad,Information,Very Good,Yes,189.2441629
2104,2007,49,Male,Never Married,College Grad,Information,Very Good,Yes,79.85490031
2105,2006,48,Male,Married,HS Grad,Information,Very Good,Yes,111.1854619
2106,2005,50,Male,Divorced,College Grad,Industrial,Good,Yes,118.8843593
2107,2006,37,Male,Married,College Grad,Industrial,Good,Yes,81.28325328
2108,2005,38,Male,Married,Advanced Degree,Industrial,Very Good,Yes,186.8766776
2109,2009,58,Male,Married,College Grad,Information,Very Good,No,154.685293
2110,2005,41,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,124.7204462
2111,2006,51,Male,Married,College Grad,Information,Very Good,Yes,277.7994802
2112,2006,51,Male,Married,Some College,Information,Very Good,No,99.59198882
2113,2006,44,Male,Married,Less than HS Grad,Information,Very Good,Yes,87.98103279
2114,2003,43,Male,Married,College Grad,Information,Good,Yes,114.4757133
2115,2004,34,Male,Married,Some College,Industrial,Very Good,No,145.1436012
2116,2005,43,Male,Married,College Grad,Industrial,Very Good,Yes,138.2991269
2117,2004,59,Male,Married,College Grad,Industrial,Very Good,Yes,256.4006496
2118,2004,61,Male,Divorced,HS Grad,Industrial,Very Good,Yes,113.5670896
2119,2008,40,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,118.0197533
2120,2009,49,Male,Married,Some College,Information,Very Good,Yes,104.9215065
2121,2003,55,Male,Married,College Grad,Industrial,Very Good,Yes,130.9821774
2122,2005,54,Male,Married,Advanced Degree,Information,Very Good,Yes,123.0896998
2123,2004,41,Male,Married,HS Grad,Information,Very Good,Yes,109.8339856
2124,2006,29,Male,Married,HS Grad,Industrial,Good,Yes,109.8339856
2125,2009,66,Male,Married,HS Grad,Information,Good,No,138.2991269
2126,2006,61,Male,Married,Advanced Degree,Information,Good,Yes,107.4339706
2127,2003,34,Male,Divorced,HS Grad,Industrial,Very Good,Yes,105.9278108
2128,2007,41,Male,Never Married,HS Grad,Industrial,Very Good,Yes,121.4303138
2129,2004,48,Male,Divorced,Less than HS Grad,Information,Very Good,Yes,85.38394038
2130,2005,26,Male,Never Married,College Grad,Industrial,Very Good,Yes,91.69922611
2131,2006,54,Male,Divorced,Some College,Information,Very Good,No,90.48191336
2132,2008,44,Male,Married,HS Grad,Industrial,Very Good,Yes,104.9215065
2133,2008,60,Male,Divorced,College Grad,Information,Very Good,Yes,147.1166892
2134,2008,57,Male,Married,HS Grad,Industrial,Very Good,No,81.28325328
2135,2009,53,Male,Married,HS Grad,Information,Very Good,Yes,107.9039239
2136,2007,54,Male,Divorced,Advanced Degree,Information,Very Good,No,118.8843593
2137,2009,37,Male,Married,College Grad,Information,Very Good,Yes,104.9215065
2138,2008,62,Male,Married,HS Grad,Information,Good,Yes,127.1157438
2139,2003,40,Male,Married,Some College,Information,Very Good,Yes,87.98103279
2140,2008,39,Male,Married,HS Grad,Information,Good,Yes,111.7208494
2141,2005,55,Male,Never Married,HS Grad,Industrial,Good,Yes,81.28325328
2142,2006,57,Male,Married,College Grad,Information,Good,Yes,123.0896998
2143,2003,45,Male,Married,College Grad,Industrial,Very Good,Yes,176.9896505
2144,2003,41,Male,Married,College Grad,Industrial,Very Good,No,82.6796373
2145,2007,28,Male,Never Married,Some College,Industrial,Good,No,102.7662809
2146,2003,58,Male,Married,Advanced Degree,Industrial,Very Good,Yes,120.5894365
2147,2008,47,Male,Never Married,Advanced Degree,Information,Good,Yes,141.7751723
2148,2007,60,Male,Never Married,Advanced Degree,Information,Very Good,Yes,106.9218141
2149,2003,26,Male,Never Married,College Grad,Information,Very Good,Yes,268.266292
2150,2006,52,Male,Married,Some College,Industrial,Very Good,Yes,109.8339856
2151,2008,31,Male,Married,Some College,Industrial,Very Good,Yes,99.6894637
2152,2007,63,Male,Married,Advanced Degree,Industrial,Very Good,Yes,200.5432623
2153,2005,42,Male,Married,HS Grad,Industrial,Very Good,No,109.8339856
2154,2009,30,Male,Never Married,Advanced Degree,Information,Very Good,Yes,125.5254984
2155,2007,52,Male,Married,Some College,Information,Very Good,Yes,114.4757133
2156,2005,38,Male,Married,Advanced Degree,Information,Very Good,Yes,160.6424754
2157,2008,29,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,99.6894637
2158,2007,42,Male,Married,College Grad,Information,Very Good,No,160.6424754
2159,2007,57,Male,Married,College Grad,Information,Good,Yes,125.5254984
2160,2005,46,Male,Married,Some College,Industrial,Very Good,Yes,133.2323508
2161,2003,21,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,75.04315402
2162,2005,34,Male,Divorced,Some College,Industrial,Very Good,Yes,109.8339856
2163,2008,39,Male,Never Married,HS Grad,Industrial,Good,Yes,63.188861
2164,2006,26,Male,Never Married,Some College,Industrial,Very Good,Yes,95.23071257
2165,2004,42,Male,Divorced,Less than HS Grad,Information,Very Good,Yes,111.7208494
2166,2004,48,Male,Married,Some College,Information,Good,No,78.3924668
2167,2009,54,Male,Married,HS Grad,Industrial,Very Good,Yes,99.6894637
2168,2003,80,Male,Married,HS Grad,Industrial,Very Good,No,82.6796373
2169,2006,37,Male,Married,HS Grad,Industrial,Very Good,Yes,78.3924668
2170,2007,31,Male,Never Married,Some College,Information,Good,No,81.28325328
2171,2003,41,Male,Separated,HS Grad,Information,Very Good,No,70.81503862
2172,2004,37,Male,Married,College Grad,Information,Very Good,Yes,148.4131591
2173,2003,43,Male,Never Married,College Grad,Information,Good,Yes,130.6022275
2174,2004,54,Male,Married,College Grad,Information,Very Good,No,200.5432623
2175,2004,39,Male,Married,Advanced Degree,Information,Very Good,Yes,148.4131591
2176,2004,45,Male,Married,HS Grad,Information,Very Good,No,87.98103279
2177,2007,21,Male,Never Married,HS Grad,Information,Good,No,96.14407221
2178,2005,59,Male,Married,Some College,Industrial,Very Good,Yes,104.9215065
